,player_name,gp,pts,reb,ast,net_rating,season
4126,Alvin Williams,1,1,3,0,-24.3,2005-06
4127,Amar'e Stoudemire,3,8.7,5.3,0.7,-2.3,2005-06
4128,Amir Johnson,3,6.7,1.3,1,-24.1,2005-06
4129,Anderson Varejao,48,4.6,4.9,0.4,8,2005-06
4130,Andray Blatche,29,2.2,1.3,0.3,-2.6,2005-06
4131,Andre Barrett,19,4.6,1.3,2.7,-4.7,2005-06
4132,Andre Iguodala,82,12.3,5.9,3.1,1.2,2005-06
4133,Andre Miller,82,13.7,4.3,8.2,3.1,2005-06
4134,Andre Owens,23,3,0.9,0.3,-10,2005-06
4135,Andrei Kirilenko,69,15.3,8,4.3,0.6,2005-06
4136,Andres Nocioni,82,13,6.1,1.4,-1.3,2005-06
4137,Andrew Bogut,82,9.4,7,2.3,0.8,2005-06
4138,Andrew Bynum,46,1.6,1.7,0.2,-4,2005-06
4139,Anfernee Hardaway,4,2.5,2.5,2,5.2,2005-06
4140,David Wesley,71,9.9,2.5,2.9,-1.9,2005-06
4141,Bracey Wright,7,8.9,2.6,0.7,-4.3,2005-06
4142,Brandon Bass,29,2.3,2.3,0.1,-9.6,2005-06
4143,Chris Webber,75,20.2,9.9,3.4,-1.9,2005-06
4144,Chris Wilcox,77,8.1,5.3,0.7,0.4,2005-06
4145,Chuck Hayes,40,3.7,4.5,0.4,9.2,2005-06
4146,Chucky Atkins,71,9.5,1.7,2.8,0.8,2005-06
4147,Clifford Robinson,80,6.9,3.3,1.1,0.3,2005-06
4148,Corey Maggette,32,17.8,5.3,2.1,7.3,2005-06
4149,Corliss Williamson,37,3.4,1.8,0.4,5.1,2005-06
4150,Cuttino Mobley,79,14.8,4.3,3,2.6,2005-06
4151,DJ Mbenga,43,1.7,1.3,0,0.1,2005-06
4152,Dahntay Jones,71,4,1.5,0.5,-6.7,2005-06
4153,Dale Davis,28,0.9,1.9,0.2,-10.1,2005-06
4154,Damien Wilkins,82,6.5,2.3,1.3,-6,2005-06
4155,Damon Jones,82,6.7,1.6,2.1,2.2,2005-06
4156,Damon Stoudamire,27,11.7,3.5,4.7,4.3,2005-06
4157,Dan Dickau,19,3.3,0.8,2.1,0.5,2005-06
4158,Dan Gadzuric,74,5.2,3.1,0.3,-2.4,2005-06
4159,Daniel Ewing,66,3.8,1.3,1.3,-1.2,2005-06
4160,Danny Fortson,23,3.8,3.4,0.1,8.9,2005-06
4161,Danny Granger,78,7.5,4.9,1.2,-1.4,2005-06
4162,Darius Miles,40,14,4.6,1.8,-8.9,2005-06
4163,Darius Songaila,62,9.2,4,1.4,1.8,2005-06
4164,Darko Milicic,55,4.8,2.7,0.7,-1.9,2005-06
4165,Darrell Armstrong,62,2.1,1.3,1.4,1.7,2005-06
4166,Darrick Martin,40,2.6,0.5,1.4,7.5,2005-06
4167,David Harrison,67,5.7,3.8,0.2,-2,2005-06
4168,Chris Taft,17,2.8,2.1,0.1,4.2,2005-06
4169,Brad Miller,79,15,7.8,4.7,3.5,2005-06
4170,Chris Paul,78,16.1,5.1,7.8,-3.9,2005-06
4171,Chris Kaman,78,11.9,9.6,1,3.7,2005-06
4172,Brent Barry,74,5.8,2.1,1.7,10.5,2005-06
4173,Brevin Knight,69,12.6,3.2,8.8,-5.3,2005-06
4174,Brian Cardinal,36,3.4,1.5,0.9,6.7,2005-06
4175,Brian Cook,81,7.9,3.4,0.9,3.5,2005-06
4176,Brian Grant,21,2.9,2.7,0.3,-2,2005-06
4177,Brian Scalabrine,71,2.9,1.6,0.7,-2.1,2005-06
4178,Brian Skinner,65,2.9,3.5,0.5,-10.5,2005-06
4179,Bruce Bowen,82,7.5,3.9,1.5,8.7,2005-06
4180,Bryon Russell,1,0,1,1,60,2005-06
4181,CJ Miles,23,3.4,1.7,0.7,-4.5,2005-06
4182,Calbert Cheaney,42,2.2,1.5,0.5,-12.5,2005-06
4183,Calvin Booth,33,1.4,1.6,0.4,-3.8,2005-06
4184,Carlos Arroyo,77,5.8,1.7,3,2.2,2005-06
4185,Carlos Boozer,33,16.3,8.6,2.7,-3.2,2005-06
4186,Carlos Delfino,68,3.6,1.7,0.6,-4.8,2005-06
4187,Carmelo Anthony,80,26.5,4.9,2.7,1.1,2005-06
4188,Caron Butler,75,17.6,6.2,2.5,1.1,2005-06
4189,Channing Frye,65,12.3,5.8,0.8,-2.6,2005-06
4190,Charles Smith,22,3.6,0.7,0.4,-4.5,2005-06
4191,Charlie Bell,59,8.4,2,2.2,0.9,2005-06
4192,Charlie Villanueva,81,13,6.4,1.1,-0.8,2005-06
4193,Chauncey Billups,81,18.5,3.1,8.6,10.5,2005-06
4194,Chris Andersen,32,5,4.8,0.2,-0.8,2005-06
4195,Chris Bosh,70,22.5,9.2,2.6,-1.3,2005-06
4196,Chris Duhon,74,8.7,3,5,-0.9,2005-06
4197,Chris Mihm,59,10.2,6.3,1,1.4,2005-06
4198,John Thomas,16,0.9,1.3,0.1,-3.7,2005-06
4199,Pau Gasol,80,20.4,8.9,4.6,4.6,2005-06
4200,Jonathan Bender,2,5,2,1,-11.8,2005-06
4201,Ronnie Price,29,2.1,0.5,0.4,-8,2005-06
4202,Ronny Turiaf,23,2,1.6,0.3,-0.9,2005-06
4203,Royal Ivey,73,3.6,1.3,1,-7,2005-06
4204,Ruben Patterson,71,12.1,3.4,1.8,-4.9,2005-06
4205,Ryan Bowen,68,1.3,1.3,0.4,-5,2005-06
4206,Ryan Gomes,61,7.6,4.9,1,0,2005-06
4207,Salim Stoudamire,61,9.7,1.9,1.2,-5.4,2005-06
4208,Sam Cassell,78,17.2,3.7,6.3,3.9,2005-06
4209,Samaki Walker,7,0.3,0.4,0,-31.2,2005-06
4210,Samuel Dalembert,66,7.3,8.2,0.4,-1.1,2005-06
4211,Sarunas Jasikevicius,75,7.3,2,3,0.8,2005-06
4212,Ronald Dupree,36,2.2,1.4,0.4,-12.9,2005-06
4213,Sasha Pavlovic,53,4.5,1.5,0.5,-0.1,2005-06
4214,Scot Pollard,45,3.8,4.8,0.5,4.5,2005-06
4215,Scott Padgett,62,3.4,2.7,0.7,-7.2,2005-06
4216,Sean Marks,25,3.2,1.7,0.3,-8.8,2005-06
4217,Sean May,23,8.2,4.7,1,-3.1,2005-06
4218,Sebastian Telfair,68,9.5,1.8,3.6,-12.2,2005-06
4219,Sergei Monia,26,3,2,0.7,-24.5,2005-06
4220,Shandon Anderson,48,2.6,1.7,0.6,2.2,2005-06
4221,Shane Battier,81,10.1,5.3,1.7,6.4,2005-06
4222,Shaquille O'Neal,59,20,9.2,1.9,6.9,2005-06
4223,Shareef Abdur-Rahim,72,12.3,5,2.1,3.9,2005-06
4224,Sharrod Ford,3,1.3,1,0,-24.7,2005-06
4225,Sasha Vujacic,82,3.9,1.9,1.7,3.1,2005-06
4226,Robert Whaley,23,2.1,1.9,0.7,-12.6,2005-06
4227,Robert Swift,47,6.4,5.6,0.2,-4.3,2005-06
4228,Robert Horry,63,5.1,3.8,1.3,11,2005-06
4229,Primoz Brezec,79,12.4,5.6,0.6,-8.9,2005-06
4230,Quentin Richardson,55,8.2,4.2,1.6,-10.5,2005-06
4231,Quinton Ross,67,4.7,2.5,1.2,5.5,2005-06
4232,Qyntel Woods,49,6.7,3.9,1,-4.7,2005-06
4233,Raef LaFrentz,82,7.8,5,1.4,-1.4,2005-06
4234,Rafael Araujo,52,2.3,2.8,0.3,-10.6,2005-06
4235,Rafer Alston,63,12.1,4,6.7,-1.9,2005-06
4236,Raja Bell,79,14.7,3.2,2.6,7,2005-06
4237,Randy Holcomb,4,0.5,0.3,0,7,2005-06
4238,Randy Livingston,5,0,0.8,0.2,20,2005-06
4239,Rashad McCants,79,7.9,1.8,0.8,-3.6,2005-06
4240,Rashard Lewis,78,20.1,5,2.3,-4.4,2005-06
4241,Rasheed Wallace,80,15.1,6.8,2.3,12,2005-06
4242,Rasho Nesterovic,80,4.5,3.9,0.4,9.9,2005-06
4243,Rasual Butler,79,8.7,2.9,0.5,-2.1,2005-06
4244,Rawle Marshall,23,3.1,1.3,0.4,-2,2005-06
4245,Ray Allen,78,25.1,4.3,3.7,-1.9,2005-06
4246,Raymond Felton,80,11.9,3.3,5.6,-3.4,2005-06
4247,Reece Gaines,12,1.1,0,0.3,-19.7,2005-06
4248,Reggie Evans,67,5.6,7.5,0.6,-8.4,2005-06
4249,Richard Hamilton,80,20.1,3.2,3.4,9.2,2005-06
4250,Richard Jefferson,78,19.5,6.8,3.8,3.9,2005-06
4251,Richie Frahm,33,3.3,1,0.6,-3.8,2005-06
4252,Rick Brunson,27,2,0.8,1.3,-8.1,2005-06
4253,Ricky Davis,78,19.4,4.5,5.1,-1.2,2005-06
4254,Shaun Livingston,61,5.8,3,4.5,-0.3,2005-06
4255,Shavlik Randolph,57,2.3,2.3,0.3,4.4,2005-06
4256,Shawn Marion,81,21.8,11.8,1.8,7.1,2005-06
4257,Slava Medvedenko,2,1,0,0.5,88.5,2005-06
4258,Tyronn Lue,51,11,1.6,3.1,-2.9,2005-06
4259,Tyson Chandler,79,5.3,9,1,3.2,2005-06
4260,Udonis Haslem,81,9.3,7.8,1.2,6.8,2005-06
4261,Viktor Khryapa,69,5.8,4.4,1.3,-11.1,2005-06
4262,Vin Baker,8,3.4,2.4,0.5,7.2,2005-06
4263,Vince Carter,79,24.2,5.8,4.3,5.7,2005-06
4264,Vitaly Potapenko,33,2.5,1.9,0.3,-9,2005-06
4265,Vladimir Radmanovic,77,9.8,4.6,1.8,-2.9,2005-06
4266,Von Wafer,16,1.3,0.5,0.3,-11.6,2005-06
4267,Voshon Lenard,26,7.3,1.8,1.6,-6.1,2005-06
4268,Wally Szczerbiak,72,19,4.3,3,0.1,2005-06
4269,Walter McCarty,36,2.4,1.9,0.6,0,2005-06
4270,Wayne Simien,43,3.4,2,0.2,-3.6,2005-06
4271,Will Bynum,15,3.6,0.8,1.3,-17.9,2005-06
4272,Willie Green,10,7,1.5,0.5,-9.3,2005-06
4273,Yao Ming,57,22.3,10.2,1.5,1.4,2005-06
4274,Yaroslav Korolev,24,1.1,0.5,0.4,-5.6,2005-06
4275,Zach Randolph,74,18,8,1.9,-11.7,2005-06
4276,Zarko Cabarkapa,61,3.3,1.8,0.3,-11.5,2005-06
4277,Zaza Pachulia,78,11.7,7.9,1.7,-4,2005-06
4278,Zeljko Rebraca,29,4.7,2.2,0.3,-14.3,2005-06
4279,Zendon Hamilton,12,2.2,0.9,0,-20.2,2005-06
4280,Zoran Planinic,56,3.4,1.3,0.9,-4.5,2005-06
4281,Zydrunas Ilgauskas,78,15.6,7.6,1.2,3.8,2005-06
4282,Aaron Miles,19,0.8,0.7,1.3,-3.9,2005-06
4283,Troy Murphy,74,14,10,1.4,-2.9,2005-06
4284,Peja Stojakovic,71,18.2,5.8,1.9,1.2,2005-06
4285,Troy Hudson,36,9.5,1.2,2.9,-2.2,2005-06
4286,Trenton Hassell,77,9.2,2.8,2.6,-2.1,2005-06
4287,Smush Parker,82,11.5,3.3,3.7,3,2005-06
4288,Speedy Claxton,71,12.3,2.7,4.8,0.1,2005-06
4289,Stacey Augmon,36,2,1.5,0.6,8,2005-06
4290,Stephen Graham,22,2.6,1.2,0.3,5.6,2005-06
4291,Stephen Jackson,81,16.4,3.9,2.8,-0.1,2005-06
4292,Stephon Marbury,60,16.3,2.9,6.4,-7.4,2005-06
4293,Steve Blake,68,8.2,2.1,4.5,-11.8,2005-06
4294,Steve Francis,70,14.4,4.1,4.9,-5.2,2005-06
4295,Steve Nash,79,18.8,4.2,10.5,8.8,2005-06
4296,Steven Hunter,69,6.1,3.9,0.2,-1.7,2005-06
4297,Stromile Swift,66,8.9,4.4,0.4,-3.9,2005-06
4298,T.J. Ford,72,12.2,4.3,6.6,-0.4,2005-06
4299,Tayshaun Prince,82,14.1,4.2,2.3,12,2005-06
4300,Terence Morris,22,1.6,1.7,0.2,-0.8,2005-06
4301,Theo Ratliff,55,4.9,5.1,0.5,-8.9,2005-06
4302,Tim Duncan,80,18.6,11,3.2,9.5,2005-06
4303,Tim Thomas,29,10.3,4.5,0.7,0.1,2005-06
4304,Toni Kukoc,65,4.9,2.3,2.1,-4.3,2005-06
4305,Tony Allen,51,7.2,2.2,1.3,-2.6,2005-06
4306,Tony Battie,82,7.9,5.6,0.6,-2.1,2005-06
4307,Tony Delk,24,7.6,2.2,1.4,-2.6,2005-06
4308,Tony Parker,80,18.9,3.3,5.8,10.6,2005-06
4309,Tracy McGrady,47,24.4,6.5,4.8,1.1,2005-06
4310,Travis Diener,23,3.8,0.9,0.7,-13.7,2005-06
4311,Travis Outlaw,69,5.8,2.7,0.5,-12.5,2005-06
4312,Trevor Ariza,57,4.6,3.8,1.1,0.6,2005-06
4313,Jon Barry,20,4.3,1.6,1.3,-8.4,2005-06
4314,Pavel Podkolzin,1,3,7,0,3.2,2005-06
4315,Pat Garrity,57,4.9,1.9,0.7,-3.8,2005-06
4316,Kwame Brown,72,7.4,6.6,1,2.9,2005-06
4317,Kyle Korver,82,11.5,3.3,2,-1.4,2005-06
4318,Lamar Odom,80,14.8,9.2,5.5,3.6,2005-06
4319,Lamond Murray,57,3.4,2.3,0.2,-4.3,2005-06
4320,Laron Profit,25,4.2,1.7,0.6,-2.8,2005-06
4321,Larry Hughes,36,15.5,4.5,3.6,2.1,2005-06
4322,Lawrence Roberts,33,1.5,1.5,0.2,1.1,2005-06
4323,LeBron James,79,31.4,7,6.6,4.2,2005-06
4324,Leandro Barbosa,57,13.1,2.6,2.8,3.5,2005-06
4325,Lee Nailon,22,4.2,1.9,0.3,1.7,2005-06
4326,Linas Kleiza,61,3.5,1.9,0.2,-2.2,2005-06
4327,Kurt Thomas,53,8.6,7.8,1.1,9.5,2005-06
4328,Lindsey Hunter,30,2.9,1.3,2.1,4.9,2005-06
4329,Lonny Baxter,41,2.9,2.9,0.1,2,2005-06
4330,Loren Woods,27,2.3,4.1,0.1,-0.5,2005-06
4331,Lorenzen Wright,78,5.8,5.1,0.6,3.9,2005-06
4332,Lou Williams,30,1.9,0.6,0.3,-6.5,2005-06
4333,Luke Jackson,36,2.7,1.1,0.7,-6,2005-06
4334,Luke Ridnour,79,11.5,3,7,-5.2,2005-06
4335,Luke Schenscher,20,1.8,1.5,0.4,0,2005-06
4336,Luke Walton,69,5,3.6,2.3,3.3,2005-06
4337,Luol Deng,78,14.3,6.6,1.9,2.5,2005-06
4338,Luther Head,80,8.8,3.3,2.7,-0.8,2005-06
4339,Maciej Lampe,6,0.7,1.5,0.3,-16.8,2005-06
4340,Linton Johnson,36,4.3,3.4,0.4,-4.2,2005-06
4341,Kris Humphries,62,3,2.5,0.5,-10.5,2005-06
4342,Kobe Bryant,80,35.4,5.3,4.5,4.7,2005-06
4343,Kirk Snyder,68,8,2.4,1.5,1,2005-06
4344,Jose Calderon,64,5.5,2.2,4.5,-3.2,2005-06
4345,Josh Childress,74,10,5.2,1.8,-3.4,2005-06
4346,Josh Davis,6,1,0.7,0.2,-44.7,2005-06
4347,Josh Howard,59,15.6,6.3,1.9,8.9,2005-06
4348,Josh Powell,37,3,2.2,0.2,1.5,2005-06
4349,Josh Smith,80,11.3,6.6,2.4,-5.1,2005-06
4350,Juan Dixon,76,12.3,2.3,2,-11,2005-06
4351,Julius Hodge,14,0.9,0.5,0.4,-0.9,2005-06
4352,Jumaine Jones,76,10.5,4.9,0.8,-6.1,2005-06
4353,Justin Reed,72,4.5,1.7,0.6,-6.4,2005-06
4354,Juwan Howard,80,11.8,6.7,1.4,-5.6,2005-06
4355,Kareem Rush,47,10.1,2.2,1.1,-7.8,2005-06
4356,Keith Bogans,72,8.6,3.5,1.8,-5.5,2005-06
4357,Keith McLeod,66,5.6,1.2,2.3,-6.3,2005-06
4358,Keith Van Horn,53,8.9,3.6,0.7,3.8,2005-06
4359,Kelvin Cato,27,3.6,2.6,0.1,-8.5,2005-06
4360,Kendrick Perkins,68,5.2,5.9,1,-1.8,2005-06
4361,Kenny Thomas,82,9.1,7.5,2,-0.9,2005-06
4362,Kenyon Martin,56,12.9,6.3,1.4,2.7,2005-06
4363,Kevin Burleson,39,1.8,0.7,1.2,-0.9,2005-06
4364,Kevin Garnett,76,21.8,12.7,4.1,0.8,2005-06
4365,Kevin Martin,72,10.8,3.6,1.3,0.8,2005-06
4366,Kevin Ollie,70,2.7,1.4,1.4,-7.9,2005-06
4367,Keyon Dooling,50,9.4,1.6,2.2,2.6,2005-06
4368,Kirk Hinrich,81,15.9,3.6,6.3,0.5,2005-06
4369,Malik Allen,54,4.9,2.6,0.4,2.3,2005-06
4370,Malik Rose,72,4.4,3.6,0.9,-12.9,2005-06
4371,Manu Ginobili,65,15.1,3.5,3.6,12.1,2005-06
4372,Marc Jackson,64,6.5,3.4,0.7,-7.4,2005-06
4373,Michael Sweetney,66,8.1,5.3,0.9,-1.5,2005-06
4374,Mickael Pietrus,52,9.3,3.1,0.8,-6.5,2005-06
4375,Mike Bibby,82,21.1,2.9,5.4,2,2005-06
4376,Mike Dunleavy,81,11.5,4.9,2.9,-0.9,2005-06
4377,Mike James,79,20.3,3.3,5.8,-2.3,2005-06
4378,Mike Miller,74,13.7,5.4,2.7,1.5,2005-06
4379,Mike Wilks,47,1.8,0.8,0.7,1.3,2005-06
4380,Mikki Moore,47,3.3,2.8,0.6,-2.8,2005-06
4381,Milt Palacio,71,6.2,1.9,2.7,-4.7,2005-06
4382,Mo Williams,58,12.1,2.5,4,-5,2005-06
4383,Monta Ellis,49,6.8,2.1,1.6,-0.1,2005-06
4384,Moochie Norris,45,2.8,1.2,1.1,-8,2005-06
4385,Morris Peterson,82,16.8,4.6,2.3,-3.3,2005-06
4386,Nate Robinson,72,9.3,2.3,2,-3.3,2005-06
4387,Nazr Mohammed,80,6.2,5.2,0.5,6.5,2005-06
4388,Nenad Krstic,80,13.5,6.4,1.1,5.3,2005-06
4389,Nene,1,0,0,0,-96.1,2005-06
4390,Nick Collison,66,7.5,5.6,1.1,0.1,2005-06
4391,Nick Van Exel,65,5.5,1.4,1.9,0.1,2005-06
4392,Nikoloz Tskitishvili,17,2.1,1.3,0.2,-13.3,2005-06
4393,Noel Felix,12,1.5,1.1,0.2,-4.5,2005-06
4394,Othella Harrington,72,4.8,2.1,0.5,1.2,2005-06
4395,P.J. Brown,75,9,7.3,1.2,-4,2005-06
4396,Pape Sow,42,3.5,3.5,0.2,-10.6,2005-06
4397,Pat Burke,42,3.4,1.7,0.4,-4.9,2005-06
4398,Michael Ruffin,76,1.4,3.6,0.4,-1,2005-06
4399,Paul Pierce,79,26.8,6.7,4.7,-0.9,2005-06
4400,Michael Redd,80,25.4,4.3,2.9,0.3,2005-06
4401,Michael Finley,77,10.1,3.2,1.5,6.3,2005-06
4402,Marcus Banks,58,10,2.3,3.8,-4.3,2005-06
4403,Marcus Camby,56,12.8,11.9,2.1,2.1,2005-06
4404,Marcus Fizer,3,6.7,2.3,0.3,-19.4,2005-06
4405,Mario Kasun,28,2.9,2.1,0.1,-4.3,2005-06
4406,Mark Blount,81,11.3,4.5,1.2,-3.6,2005-06
4407,Mark Madsen,62,1.2,2.3,0.2,-2.5,2005-06
4408,Marko Jaric,75,7.8,3.1,3.9,0.8,2005-06
4409,Marquis Daniels,62,10.2,3.6,2.8,5.8,2005-06
4410,Martell Webster,61,6.6,2.1,0.6,-14.6,2005-06
4411,Martynas Andriuskevicius,6,0,0.7,0,37.1,2005-06
4412,Marvin Williams,79,8.5,4.8,0.8,-2,2005-06
4413,Mateen Cleaves,27,2.7,0.5,1.6,-10,2005-06
4414,Matt Barnes,56,3.1,2.2,0.5,0.7,2005-06
4415,Matt Bonner,78,7.5,3.6,0.7,-3.8,2005-06
4416,Matt Carroll,78,7.6,2,0.4,-2.9,2005-06
4417,Matt Harpring,71,12.5,5.2,1.4,-3.6,2005-06
4418,Matt Walsh,2,1,0,0,-140.5,2005-06
4419,Maurice Evans,80,5,2,0.8,2.6,2005-06
4420,Maurice Taylor,67,6.3,3.4,0.8,-6.1,2005-06
4421,Mehmet Okur,82,18,9.1,2.4,-2.7,2005-06
4422,Melvin Ely,57,9.8,4.9,1.3,-3.6,2005-06
4423,Melvin Sanders,16,2.6,1.4,0.2,-2.8,2005-06
4424,Metta World Peace,56,17.6,5.1,3.6,8.2,2005-06
4425,Michael Bradley,46,1.5,2.3,0.4,-8.1,2005-06
4426,Michael Doleac,31,3.2,2.7,0.3,-10.6,2005-06
4427,Michael Olowokandi,48,5,4.6,0.5,-4.9,2005-06
4428,Aaron McKie,14,0.5,1.4,0.8,-6.2,2005-06
4429,Orien Greene,80,3.2,1.8,1.6,-4.3,2005-06
4430,Rashard Lewis,60,22.4,6.6,2.4,-0.9,2006-07
4431,Jamaal Tinsley,72,12.8,3.3,6.9,-2.8,2006-07
4432,Jamal Crawford,59,17.6,3.2,4.4,-4.1,2006-07
4433,Jamal Sampson,22,1.1,2.2,0.2,-2,2006-07
4434,Jameer Nelson,77,13,3.1,4.3,-1,2006-07
4435,James Augustine,2,1,1.5,1,-18.6,2006-07
4436,James Jones,76,6.4,2.3,0.6,7.5,2006-07
4437,James Lang,11,1,1,0.2,-0.3,2006-07
4438,Jamaal Magloire,81,6.5,6.1,0.4,-7.8,2006-07
4439,James Posey,71,7.7,5,1.3,0.5,2006-07
4440,James White,6,8.3,3.3,0.8,-5.8,2006-07
4441,Jannero Pargo,82,9.2,2.2,2.5,-3.2,2006-07
4442,Jared Jeffries,55,4.1,4.3,1.2,-5.3,2006-07
4443,Jared Reiner,27,1.2,2.6,0.5,-12.8,2006-07
4444,Jarrett Jack,79,12,2.6,5.3,-7,2006-07
4445,Jarron Collins,82,2.5,2.1,0.7,2.9,2006-07
4446,Jarvis Hayes,81,7.2,2.6,1,-5.8,2006-07
4447,James Singleton,53,1.6,2,0.3,-0.2,2006-07
4448,Jalen Rose,29,3.7,0.8,0.6,-7.2,2006-07
4449,Jake Voskuhl,73,4.4,3.5,0.6,-6.1,2006-07
4450,Jake Tsakalidis,36,2.3,2.9,0.1,-1.5,2006-07
4451,Gilbert Arenas,74,28.4,4.6,6,1.6,2006-07
4452,Gordan Giricek,61,7.8,2.1,1,5.7,2006-07
4453,Grant Hill,65,14.4,3.6,2.1,-1.4,2006-07
4454,Greg Buckner,76,4,2.1,0.9,2.2,2006-07
4455,Hakim Warrick,82,12.7,5.1,0.9,-9,2006-07
4456,Hassan Adams,61,2.9,1.3,0.2,2.6,2006-07
4457,Hedo Turkoglu,73,13.3,4,3.2,2.7,2006-07
4458,Hilton Armstrong,56,3.1,2.7,0.2,-1.1,2006-07
4459,Ike Diogu,59,6.2,3.4,0.4,-2.6,2006-07
4460,Ime Udoka,75,8.4,3.7,1.5,-3.6,2006-07
4461,Ira Newble,15,3.1,2,0.1,3.7,2006-07
4462,Ivan McFarlin,11,1.4,1,0.1,-19.2,2006-07
4463,J.J. Barea,33,2.4,0.8,0.7,-5.7,2006-07
4464,JJ Redick,42,6,1.2,0.9,-2,2006-07
4465,JR Smith,63,13,2.3,1.4,3.1,2006-07
4466,Jackie Butler,11,3.7,2,0.5,-15.9,2006-07
4467,Jacque Vaughn,64,3,1.1,2,13.4,2006-07
4468,Jason Collins,80,2.1,4,0.6,3.3,2006-07
4469,Gerald Wallace,72,18.1,7.2,2.6,-4.6,2006-07
4470,Jason Hart,36,6.9,2.7,2.9,-2.5,2006-07
4471,Jason Kidd,80,13,8.2,9.2,1.8,2006-07
4472,Josh Childress,55,13,6.2,2.3,-2.2,2006-07
4473,Josh Howard,70,18.9,6.8,1.8,9.7,2006-07
4474,Josh Powell,37,3.1,2.4,0.6,-16.7,2006-07
4475,Josh Smith,72,16.4,8.6,3.3,-4.2,2006-07
4476,Juan Dixon,81,9.6,2,1.5,-3,2006-07
4477,Julius Hodge,9,1.7,0.9,1.3,-2.3,2006-07
4478,Jumaine Jones,18,2.2,1.3,0.1,-5.8,2006-07
4479,Josh Boone,61,4.2,2.9,0.2,4,2006-07
4480,Junior Harrington,29,5.2,2.3,3.1,-2.5,2006-07
4481,Justin Williams,26,5,4.4,0.1,-7.6,2006-07
4482,Juwan Howard,80,9.7,5.9,1.6,3,2006-07
4483,Keith Bogans,59,5.1,1.6,1,2.6,2006-07
